@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
263,5805,0,5267,538,0.907321,1,0.524296,1,0.475704,0.687918,0.953661,1.048591,0
264,5805,0,5266,539,0.907149,1,0.524343,1,0.475657,0.687959,0.953575,1.048686,0
265,5805,0,5265,540,0.906977,1,0.52439,1,0.47561,0.688,0.953488,1.04878,0
266,5805,0,5264,541,0.906804,1,0.524438,1,0.475562,0.688041,0.953402,1.048875,0
267,5805,0,5263,542,0.906632,1,0.524485,1,0.475515,0.688082,0.953316,1.04897,0
268,5805,0,5262,543,0.90646,1,0.524532,1,0.475468,0.688122,0.95323,1.049065,0
269,5805,0,5261,544,0.906288,1,0.52458,1,0.47542,0.688163,0.953144,1.04916,0
270,5805,0,5260,545,0.906115,1,0.524627,1,0.475373,0.688204,0.953058,1.049254,0
271,5805,0,5259,546,0.905943,1,0.524675,1,0.475325,0.688245,0.952972,1.049349,0
272,5805,0,5258,547,0.905771,1,0.524722,1,0.475278,0.688286,0.952885,1.049444,0
273,5805,0,5257,548,0.905599,1,0.524769,1,0.475231,0.688326,0.952799,1.049539,0
274,5805,0,5256,549,0.905426,1,0.524817,1,0.475183,0.688367,0.952713,1.049634,0
275,5805,0,5255,550,0.905254,1,0.524864,1,0.475136,0.688408,0.952627,1.049729,0
276,5805,0,5254,551,0.905082,1,0.524912,1,0.475088,0.688449,0.952541,1.049824,0
277,5805,0,5253,552,0.90491,1,0.524959,1,0.475041,0.68849,0.952455,1.049919,0
278,5805,0,5252,553,0.904737,1,0.525007,1,0.474993,0.68853,0.952369,1.050014,0
279,5805,0,5251,554,0.904565,1,0.525054,1,0.474946,0.688571,0.952283,1.050109,0
280,5805,0,5250,555,0.904393,1,0.525102,1,0.474898,0.688612,0.952196,1.050204,0
281,5805,0,5249,556,0.90422,1,0.525149,1,0.474851,0.688653,0.95211,1.050299,0
282,5805,0,5248,557,0.904048,1,0.525197,1,0.474803,0.688694,0.952024,1.050394,0
283,5805,0,5247,558,0.903876,1,0.525244,1,0.474756,0.688735,0.951938,1.050489,0
284,5805,0,5246,559,0.903704,1,0.525292,1,0.474708,0.688776,0.951852,1.050584,0
285,5805,0,5245,560,0.903531,1,0.525339,1,0.474661,0.688816,0.951766,1.050679,0
286,5805,0,5244,561,0.903359,1,0.525387,1,0.474613,0.688857,0.95168,1.050774,0
287,5805,0,5243,562,0.903187,1,0.525434,1,0.474566,0.688898,0.951593,1.050869,0
288,5805,0,5242,563,0.903015,1,0.525482,1,0.474518,0.688939,0.951507,1.050964,0
289,5805,0,5241,564,0.902842,1,0.52553,1,0.47447,0.68898,0.951421,1.051059,0
290,5805,0,5240,565,0.90267,1,0.525577,1,0.474423,0.689021,0.951335,1.051154,0
291,5805,0,5239,566,0.902498,1,0.525625,1,0.474375,0.689062,0.951249,1.05125,0
292,5805,0,5238,567,0.902326,1,0.525672,1,0.474328,0.689103,0.951163,1.051345,0
293,5805,0,5237,568,0.902153,1,0.52572,1,0.47428,0.689143,0.951077,1.05144,0
294,5805,0,5236,569,0.901981,1,0.525768,1,0.474232,0.689184,0.950991,1.051535,0
295,5805,0,5235,570,0.901809,1,0.525815,1,0.474185,0.689225,0.950904,1.05163,0
296,5805,0,5234,571,0.901637,1,0.525863,1,0.474137,0.689266,0.950818,1.051726,0
297,5805,0,5233,572,0.901464,1,0.52591,1,0.47409,0.689307,0.950732,1.051821,0
298,5805,0,5232,573,0.901292,1,0.525958,1,0.474042,0.689348,0.950646,1.051916,0
299,5805,0,5231,574,0.90112,1,0.526006,1,0.473994,0.689389,0.95056,1.052012,0
300,5805,0,5230,575,0.900947,1,0.526053,1,0.473947,0.68943,0.950474,1.052107,0
301,5805,0,5229,576,0.900775,1,0.526101,1,0.473899,0.689471,0.950388,1.052202,0
302,5805,0,5228,577,0.900603,1,0.526149,1,0.473851,0.689512,0.950301,1.052298,0
303,5805,0,5227,578,0.900431,1,0.526197,1,0.473803,0.689553,0.950215,1.052393,0
304,5805,0,5226,579,0.900258,1,0.526244,1,0.473756,0.689594,0.950129,1.052488,0
305,5805,0,5225,580,0.900086,1,0.526292,1,0.473708,0.689635,0.950043,1.052584,0
306,5805,0,5224,581,0.899914,1,0.52634,1,0.47366,0.689676,0.949957,1.052679,0
307,5805,0,5223,582,0.899742,1,0.526387,1,0.473613,0.689717,0.949871,1.052775,0
308,5805,0,5222,583,0.899569,1,0.526435,1,0.473565,0.689758,0.949785,1.05287,0
309,5805,0,5221,584,0.899397,1,0.526483,1,0.473517,0.689799,0.949699,1.052966,0
310,5805,0,5220,585,0.899225,1,0.526531,1,0.473469,0.68984,0.949612,1.053061,0
311,5805,0,5219,586,0.899053,1,0.526578,1,0.473422,0.689881,0.949526,1.053157,0
312,5805,0,5218,587,0.89888,1,0.526626,1,0.473374,0.689922,0.94944,1.053252,0
313,5805,0,5217,588,0.898708,1,0.526674,1,0.473326,0.689963,0.949354,1.053348,0
314,5805,0,5216,589,0.898536,1,0.526722,1,0.473278,0.690004,0.949268,1.053443,0
315,5805,0,5215,590,0.898363,1,0.52677,1,0.47323,0.690045,0.949182,1.053539,0
316,5805,0,5214,591,0.898191,1,0.526817,1,0.473183,0.690086,0.949096,1.053635,0
317,5805,0,5213,592,0.898019,1,0.526865,1,0.473135,0.690127,0.949009,1.05373,0
318,5805,0,5212,593,0.897847,1,0.526913,1,0.473087,0.690168,0.948923,1.053826,0
319,5805,0,5211,594,0.897674,1,0.526961,1,0.473039,0.690209,0.948837,1.053922,0
320,5805,0,5210,595,0.897502,1,0.527009,1,0.472991,0.69025,0.948751,1.054017,0
321,5805,0,5209,596,0.89733,1,0.527056,1,0.472944,0.690291,0.948665,1.054113,0
322,5805,0,5208,597,0.897158,1,0.527104,1,0.472896,0.690332,0.948579,1.054209,0
323,5805,0,5207,598,0.896985,1,0.527152,1,0.472848,0.690373,0.948493,1.054304,0
324,5805,0,5206,599,0.896813,1,0.5272,1,0.4728,0.690414,0.948407,1.0544,0
325,5805,0,5205,600,0.896641,1,0.527248,1,0.472752,0.690455,0.94832,1.054496,0
326,5805,0,5204,601,0.896469,1,0.527296,1,0.472704,0.690496,0.948234,1.054592,0
327,5805,0,5203,602,0.896296,1,0.527344,1,0.472656,0.690537,0.948148,1.054688,0
328,5805,0,5202,603,0.896124,1,0.527392,1,0.472608,0.690578,0.948062,1.054783,0
329,5805,0,5201,604,0.895952,1,0.52744,1,0.47256,0.690619,0.947976,1.054879,0
330,5805,0,5200,605,0.89578,1,0.527488,1,0.472512,0.69066,0.94789,1.054975,0
331,5805,0,5199,606,0.895607,1,0.527535,1,0.472465,0.690701,0.947804,1.055071,0
332,5805,0,5198,607,0.895435,1,0.527583,1,0.472417,0.690743,0.947717,1.055167,0
333,5805,0,5197,608,0.895263,1,0.527631,1,0.472369,0.690784,0.947631,1.055263,0
334,5805,0,5196,609,0.89509,1,0.527679,1,0.472321,0.690825,0.947545,1.055359,0
335,5805,0,5195,610,0.894918,1,0.527727,1,0.472273,0.690866,0.947459,1.055455,0
336,5805,0,5194,611,0.894746,1,0.527775,1,0.472225,0.690907,0.947373,1.055551,0
337,5805,0,5193,612,0.894574,1,0.527823,1,0.472177,0.690948,0.947287,1.055646,0
338,5805,0,5192,613,0.894401,1,0.527871,1,0.472129,0.690989,0.947201,1.055742,0
339,5805,0,5191,614,0.894229,1,0.527919,1,0.472081,0.69103,0.947115,1.055838,0
340,5805,0,5190,615,0.894057,1,0.527967,1,0.472033,0.691071,0.947028,1.055935,0
341,5805,0,5189,616,0.893885,1,0.528015,1,0.471985,0.691113,0.946942,1.056031,0
342,5805,0,5188,617,0.893712,1,0.528063,1,0.471937,0.691154,0.946856,1.056127,0
343,5805,0,5187,618,0.89354,1,0.528111,1,0.471889,0.691195,0.94677,1.056223,0
344,5805,0,5186,619,0.893368,1,0.528159,1,0.471841,0.691236,0.946684,1.056319,0
345,5805,0,5185,620,0.893196,1,0.528207,1,0.471793,0.691277,0.946598,1.056415,0
346,5805,0,5184,621,0.893023,1,0.528256,1,0.471744,0.691318,0.946512,1.056511,0
347,5805,0,5183,622,0.892851,1,0.528304,1,0.471696,0.691359,0.946425,1.056607,0
348,5805,0,5182,623,0.892679,1,0.528352,1,0.471648,0.691401,0.946339,1.056703,0
349,5805,0,5181,624,0.892506,1,0.5284,1,0.4716,0.691442,0.946253,1.0568,0
350,5805,0,5180,625,0.892334,1,0.528448,1,0.471552,0.691483,0.946167,1.056896,0
351,5805,0,5179,626,0.892162,1,0.528496,1,0.471504,0.691524,0.946081,1.056992,0
352,5805,0,5178,627,0.89199,1,0.528544,1,0.471456,0.691565,0.945995,1.057088,0
353,5805,0,5177,628,0.891817,1,0.528592,1,0.471408,0.691607,0.945909,1.057184,0
354,5805,0,5176,629,0.891645,1,0.52864,1,0.47136,0.691648,0.945823,1.057281,0
355,5805,0,5175,630,0.891473,1,0.528689,1,0.471311,0.691689,0.945736,1.057377,0
356,5805,0,5174,631,0.891301,1,0.528737,1,0.471263,0.69173,0.94565,1.057473,0
357,5805,0,5173,632,0.891128,1,0.528785,1,0.471215,0.691771,0.945564,1.05757,0
358,5805,0,5172,633,0.890956,1,0.528833,1,0.471167,0.691813,0.945478,1.057666,0
359,5805,0,5171,634,0.890784,1,0.528881,1,0.471119,0.691854,0.945392,1.057762,0
360,5805,0,5170,635,0.890612,1,0.528929,1,0.471071,0.691895,0.945306,1.057859,0
361,5805,0,5169,636,0.890439,1,0.528978,1,0.471022,0.691936,0.94522,1.057955,0
362,5805,0,5168,637,0.890267,1,0.529026,1,0.470974,0.691978,0.945134,1.058052,0
363,5805,0,5167,638,0.890095,1,0.529074,1,0.470926,0.692019,0.945047,1.058148,0
364,5805,0,5166,639,0.889922,1,0.529122,1,0.470878,0.69206,0.944961,1.058244,0
365,5805,0,5165,640,0.88975,1,0.52917,1,0.47083,0.692101,0.944875,1.058341,0
366,5805,0,5164,641,0.889578,1,0.529219,1,0.470781,0.692143,0.944789,1.058437,0
367,5805,0,5163,642,0.889406,1,0.529267,1,0.470733,0.692184,0.944703,1.058534,0
368,5805,0,5162,643,0.889233,1,0.529315,1,0.470685,0.692225,0.944617,1.05863,0
369,5805,0,5161,644,0.889061,1,0.529363,1,0.470637,0.692266,0.944531,1.058727,0
370,5805,0,5160,645,0.888889,1,0.529412,1,0.470588,0.692308,0.944444,1.058824,0
371,5805,0,5159,646,0.888717,1,0.52946,1,0.47054,0.692349,0.944358,1.05892,0
372,5805,0,5158,647,0.888544,1,0.529508,1,0.470492,0.69239,0.944272,1.059017,0
373,5805,0,5157,648,0.888372,1,0.529557,1,0.470443,0.692432,0.944186,1.059113,0
374,5805,0,5156,649,0.8882,1,0.529605,1,0.470395,0.692473,0.9441,1.05921,0
375,5805,0,5155,650,0.888028,1,0.529653,1,0.470347,0.692514,0.944014,1.059307,0
376,5805,0,5154,651,0.887855,1,0.529702,1,0.470298,0.692555,0.943928,1.059403,0
377,5805,0,5153,652,0.887683,1,0.52975,1,0.47025,0.692597,0.943842,1.0595,0
378,5805,0,5152,653,0.887511,1,0.529798,1,0.470202,0.692638,0.943755,1.059597,0
379,5805,0,5151,654,0.887339,1,0.529847,1,0.470153,0.692679,0.943669,1.059693,0
380,5805,0,5150,655,0.887166,1,0.529895,1,0.470105,0.692721,0.943583,1.05979,0
381,5805,0,5149,656,0.886994,1,0.529943,1,0.470057,0.692762,0.943497,1.059887,0
382,5805,0,5148,657,0.886822,1,0.529992,1,0.470008,0.692803,0.943411,1.059984,0
383,5805,0,5147,658,0.886649,1,0.53004,1,0.46996,0.692845,0.943325,1.06008,0
384,5805,0,5146,659,0.886477,1,0.530089,1,0.469911,0.692886,0.943239,1.060177,0
385,5805,0,5145,660,0.886305,1,0.530137,1,0.469863,0.692927,0.943152,1.060274,0
386,5805,0,5144,661,0.886133,1,0.530185,1,0.469815,0.692969,0.943066,1.060371,0
387,5805,0,5143,662,0.88596,1,0.530234,1,0.469766,0.69301,0.94298,1.060468,0
388,5805,0,5142,663,0.885788,1,0.530282,1,0.469718,0.693052,0.942894,1.060565,0
389,5805,0,5141,664,0.885616,1,0.530331,1,0.469669,0.693093,0.942808,1.060661,0
390,5805,0,5140,665,0.885444,1,0.530379,1,0.469621,0.693134,0.942722,1.060758,0
391,5805,0,5139,666,0.885271,1,0.530428,1,0.469572,0.693176,0.942636,1.060855,0
392,5805,0,5138,667,0.885099,1,0.530476,1,0.469524,0.693217,0.94255,1.060952,0
393,5805,0,5137,668,0.884927,1,0.530525,1,0.469475,0.693258,0.942463,1.061049,0
394,5805,0,5136,669,0.884755,1,0.530573,1,0.469427,0.6933,0.942377,1.061146,0
395,5805,0,5135,670,0.884582,1,0.530622,1,0.469378,0.693341,0.942291,1.061243,0
396,5805,0,5134,671,0.88441,1,0.53067,1,0.46933,0.693383,0.942205,1.06134,0
397,5805,0,5133,672,0.884238,1,0.530719,1,0.469281,0.693424,0.942119,1.061437,0
398,5805,0,5132,673,0.884065,1,0.530767,1,0.469233,0.693466,0.942033,1.061534,0
399,5805,0,5131,674,0.883893,1,0.530816,1,0.469184,0.693507,0.941947,1.061631,0
400,5805,0,5130,675,0.883721,1,0.530864,1,0.469136,0.693548,0.94186,1.061728,0
401,5805,0,5129,676,0.883549,1,0.530913,1,0.469087,0.69359,0.941774,1.061825,0
402,5805,0,5128,677,0.883376,1,0.530961,1,0.469039,0.693631,0.941688,1.061923,0
403,5805,0,5127,678,0.883204,1,0.53101,1,0.46899,0.693673,0.941602,1.06202,0
404,5805,0,5126,679,0.883032,1,0.531058,1,0.468942,0.693714,0.941516,1.062117,0
405,5805,0,5125,680,0.88286,1,0.531107,1,0.468893,0.693756,0.94143,1.062214,0
406,5805,0,5124,681,0.882687,1,0.531156,1,0.468844,0.693797,0.941344,1.062311,0
407,5805,0,5123,682,0.882515,1,0.531204,1,0.468796,0.693839,0.941258,1.062408,0
408,5805,0,5122,683,0.882343,1,0.531253,1,0.468747,0.69388,0.941171,1.062506,0
409,5805,0,5121,684,0.882171,1,0.531301,1,0.468699,0.693921,0.941085,1.062603,0
410,5805,0,5120,685,0.881998,1,0.53135,1,0.46865,0.693963,0.940999,1.0627,0
411,5805,0,5119,686,0.881826,1,0.531399,1,0.468601,0.694004,0.940913,1.062798,0
412,5805,0,5118,687,0.881654,1,0.531447,1,0.468553,0.694046,0.940827,1.062895,0
413,5805,0,5117,688,0.881481,1,0.531496,1,0.468504,0.694087,0.940741,1.062992,0
414,5805,0,5116,689,0.881309,1,0.531545,1,0.468455,0.694129,0.940655,1.063089,0
415,5805,0,5115,690,0.881137,1,0.531593,1,0.468407,0.69417,0.940568,1.063187,0
416,5805,0,5114,691,0.880965,1,0.531642,1,0.468358,0.694212,0.940482,1.063284,0
417,5805,0,5113,692,0.880792,1,0.531691,1,0.468309,0.694253,0.940396,1.063382,0
418,5805,0,5112,693,0.88062,1,0.531739,1,0.468261,0.694295,0.94031,1.063479,0
419,5805,0,5111,694,0.880448,1,0.531788,1,0.468212,0.694336,0.940224,1.063576,0
420,5805,0,5110,695,0.880276,1,0.531837,1,0.468163,0.694378,0.940138,1.063674,0
421,5805,0,5109,696,0.880103,1,0.531886,1,0.468114,0.69442,0.940052,1.063771,0
422,5805,0,5108,697,0.879931,1,0.531934,1,0.468066,0.694461,0.939966,1.063869,0
423,5805,0,5107,698,0.879759,1,0.531983,1,0.468017,0.694503,0.939879,1.063966,0
424,5805,0,5106,699,0.879587,1,0.532032,1,0.467968,0.694544,0.939793,1.064064,0
425,5805,0,5105,700,0.879414,1,0.532081,1,0.467919,0.694586,0.939707,1.064161,0
426,5805,0,5104,701,0.879242,1,0.532129,1,0.467871,0.694627,0.939621,1.064259,0
427,5805,0,5103,702,0.87907,1,0.532178,1,0.467822,0.694669,0.939535,1.064356,0
428,5805,0,5102,703,0.878898,1,0.532227,1,0.467773,0.69471,0.939449,1.064454,0
429,5805,0,5101,704,0.878725,1,0.532276,1,0.467724,0.694752,0.939363,1.064552,0
430,5805,0,5100,705,0.878553,1,0.532325,1,0.467675,0.694794,0.939276,1.064649,0
431,5805,0,5099,706,0.878381,1,0.532373,1,0.467627,0.694835,0.93919,1.064747,0
432,5805,0,5098,707,0.878208,1,0.532422,1,0.467578,0.694877,0.939104,1.064845,0
433,5805,0,5097,708,0.878036,1,0.532471,1,0.467529,0.694918,0.939018,1.064942,0
434,5805,0,5096,709,0.877864,1,0.53252,1,0.46748,0.69496,0.938932,1.06504,0
435,5805,0,5095,710,0.877692,1,0.532569,1,0.467431,0.695001,0.938846,1.065138,0
436,5805,0,5094,711,0.877519,1,0.532618,1,0.467382,0.695043,0.93876,1.065235,0
437,5805,0,5093,712,0.877347,1,0.532667,1,0.467333,0.695085,0.938674,1.065333,0
438,5805,0,5092,713,0.877175,1,0.532715,1,0.467285,0.695126,0.938587,1.065431,0
439,5805,0,5091,714,0.877003,1,0.532764,1,0.467236,0.695168,0.938501,1.065529,0
440,5805,0,5090,715,0.87683,1,0.532813,1,0.467187,0.69521,0.938415,1.065626,0
441,5805,0,5089,716,0.876658,1,0.532862,1,0.467138,0.695251,0.938329,1.065724,0
442,5805,0,5088,717,0.876486,1,0.532911,1,0.467089,0.695293,0.938243,1.065822,0
443,5805,0,5087,718,0.876314,1,0.53296,1,0.46704,0.695334,0.938157,1.06592,0
444,5805,0,5086,719,0.876141,1,0.533009,1,0.466991,0.695376,0.938071,1.066018,0
445,5805,0,5085,720,0.875969,1,0.533058,1,0.466942,0.695418,0.937984,1.066116,0
446,5805,0,5084,721,0.875797,1,0.533107,1,0.466893,0.695459,0.937898,1.066214,0
447,5805,0,5083,722,0.875624,1,0.533156,1,0.466844,0.695501,0.937812,1.066312,0
448,5805,0,5082,723,0.875452,1,0.533205,1,0.466795,0.695543,0.937726,1.066409,0
449,5805,0,5081,724,0.87528,1,0.533254,1,0.466746,0.695584,0.93764,1.066507,0
450,5805,0,5080,725,0.875108,1,0.533303,1,0.466697,0.695626,0.937554,1.066605,0
451,5805,0,5079,726,0.874935,1,0.533352,1,0.466648,0.695668,0.937468,1.066703,0
452,5805,0,5078,727,0.874763,1,0.533401,1,0.466599,0.695709,0.937382,1.066801,0
453,5805,0,5077,728,0.874591,1,0.53345,1,0.46655,0.695751,0.937295,1.066899,0
454,5805,0,5076,729,0.874419,1,0.533499,1,0.466501,0.695793,0.937209,1.066998,0
455,5805,0,5075,730,0.874246,1,0.533548,1,0.466452,0.695835,0.937123,1.067096,0
456,5805,0,5074,731,0.874074,1,0.533597,1,0.466403,0.695876,0.937037,1.067194,0
457,5805,0,5073,732,0.873902,1,0.533646,1,0.466354,0.695918,0.936951,1.067292,0
458,5805,0,5072,733,0.87373,1,0.533695,1,0.466305,0.69596,0.936865,1.06739,0
459,5805,0,5071,734,0.873557,1,0.533744,1,0.466256,0.696001,0.936779,1.067488,0
460,5805,0,5070,735,0.873385,1,0.533793,1,0.466207,0.696043,0.936693,1.067586,0
461,5805,0,5069,736,0.873213,1,0.533842,1,0.466158,0.696085,0.936606,1.067684,0
462,5805,0,5068,737,0.87304,1,0.533891,1,0.466109,0.696127,0.93652,1.067783,0
463,5805,0,5067,738,0.872868,1,0.53394,1,0.46606,0.696168,0.936434,1.067881,0
464,5805,0,5066,739,0.872696,1,0.53399,1,0.46601,0.69621,0.936348,1.067979,0
465,5805,0,5065,740,0.872524,1,0.534039,1,0.465961,0.696252,0.936262,1.068077,0
466,5805,0,5064,741,0.872351,1,0.534088,1,0.465912,0.696294,0.936176,1.068176,0
467,5805,0,5063,742,0.872179,1,0.534137,1,0.465863,0.696335,0.93609,1.068274,0
468,5805,0,5062,743,0.872007,1,0.534186,1,0.465814,0.696377,0.936003,1.068372,0
469,5805,0,5061,744,0.871835,1,0.534235,1,0.465765,0.696419,0.935917,1.06847,0
470,5805,0,5060,745,0.871662,1,0.534284,1,0.465716,0.696461,0.935831,1.068569,0
471,5805,0,5059,746,0.87149,1,0.534334,1,0.465666,0.696502,0.935745,1.068667,0
472,5805,0,5058,747,0.871318,1,0.534383,1,0.465617,0.696544,0.935659,1.068766,0
473,5805,0,5057,748,0.871146,1,0.534432,1,0.465568,0.696586,0.935573,1.068864,0
474,5805,0,5056,749,0.870973,1,0.534481,1,0.465519,0.696628,0.935487,1.068962,0
475,5805,0,5055,750,0.870801,1,0.53453,1,0.46547,0.69667,0.935401,1.069061,0
476,5805,0,5054,751,0.870629,1,0.53458,1,0.46542,0.696711,0.935314,1.069159,0
477,5805,0,5053,752,0.870457,1,0.534629,1,0.465371,0.696753,0.935228,1.069258,0
478,5805,0,5052,753,0.870284,1,0.534678,1,0.465322,0.696795,0.935142,1.069356,0
479,5805,0,5051,754,0.870112,1,0.534727,1,0.465273,0.696837,0.935056,1.069455,0
480,5805,0,5050,755,0.86994,1,0.534777,1,0.465223,0.696879,0.93497,1.069553,0
481,5805,0,5049,756,0.869767,1,0.534826,1,0.465174,0.696921,0.934884,1.069652,0
482,5805,0,5048,757,0.869595,1,0.534875,1,0.465125,0.696962,0.934798,1.06975,0
483,5805,0,5047,758,0.869423,1,0.534924,1,0.465076,0.697004,0.934711,1.069849,0
484,5805,0,5046,759,0.869251,1,0.534974,1,0.465026,0.697046,0.934625,1.069947,0
485,5805,0,5045,760,0.869078,1,0.535023,1,0.464977,0.697088,0.934539,1.070046,0
486,5805,0,5044,761,0.868906,1,0.535072,1,0.464928,0.69713,0.934453,1.070145,0
487,5805,0,5043,762,0.868734,1,0.535122,1,0.464878,0.697172,0.934367,1.070243,0
488,5805,0,5042,763,0.868562,1,0.535171,1,0.464829,0.697214,0.934281,1.070342,0
489,5805,0,5041,764,0.868389,1,0.53522,1,0.46478,0.697255,0.934195,1.070441,0
490,5805,0,5040,765,0.868217,1,0.53527,1,0.46473,0.697297,0.934109,1.070539,0
491,5805,0,5039,766,0.868045,1,0.535319,1,0.464681,0.697339,0.934022,1.070638,0
492,5805,0,5038,767,0.867873,1,0.535368,1,0.464632,0.697381,0.933936,1.070737,0
493,5805,0,5037,768,0.8677,1,0.535418,1,0.464582,0.697423,0.93385,1.070836,0
494,5805,0,5036,769,0.867528,1,0.535467,1,0.464533,0.697465,0.933764,1.070934,0
495,5805,0,5035,770,0.867356,1,0.535517,1,0.464483,0.697507,0.933678,1.071033,0
496,5805,0,5034,771,0.867183,1,0.535566,1,0.464434,0.697549,0.933592,1.071132,0
497,5805,0,5033,772,0.867011,1,0.535615,1,0.464385,0.697591,0.933506,1.071231,0
498,5805,0,5032,773,0.866839,1,0.535665,1,0.464335,0.697632,0.933419,1.07133,0
499,5805,0,5031,774,0.866667,1,0.535714,1,0.464286,0.697674,0.933333,1.071429,0
500,5805,0,5030,775,0.866494,1,0.535764,1,0.464236,0.697716,0.933247,1.071527,0
501,5805,0,5029,776,0.866322,1,0.535813,1,0.464187,0.697758,0.933161,1.071626,0
502,5805,0,5028,777,0.86615,1,0.535863,1,0.464137,0.6978,0.933075,1.071725,0
503,5805,0,5027,778,0.865978,1,0.535912,1,0.464088,0.697842,0.932989,1.071824,0
504,5805,0,5026,779,0.865805,1,0.535962,1,0.464038,0.697884,0.932903,1.071923,0
505,5805,0,5025,780,0.865633,1,0.536011,1,0.463989,0.697926,0.932817,1.072022,0
506,5805,0,5024,781,0.865461,1,0.536061,1,0.463939,0.697968,0.93273,1.072121,0
507,5805,0,5023,782,0.865289,1,0.53611,1,0.46389,0.69801,0.932644,1.07222,0
508,5805,0,5022,783,0.865116,1,0.53616,1,0.46384,0.698052,0.932558,1.072319,0
509,5805,0,5021,784,0.864944,1,0.536209,1,0.463791,0.698094,0.932472,1.072418,0
510,5805,0,5020,785,0.864772,1,0.536259,1,0.463741,0.698136,0.932386,1.072517,0
511,5805,0,5019,786,0.864599,1,0.536308,1,0.463692,0.698178,0.9323,1.072616,0
512,5805,0,5018,787,0.864427,1,0.536358,1,0.463642,0.69822,0.932214,1.072716,0
513,5805,0,5017,788,0.864255,1,0.536407,1,0.463593,0.698262,0.932127,1.072815,0
514,5805,0,5016,789,0.864083,1,0.536457,1,0.463543,0.698304,0.932041,1.072914,0
515,5805,0,5015,790,0.86391,1,0.536506,1,0.463494,0.698346,0.931955,1.073013,0
516,5805,0,5014,791,0.863738,1,0.536556,1,0.463444,0.698388,0.931869,1.073112,0
517,5805,0,5013,792,0.863566,1,0.536606,1,0.463394,0.69843,0.931783,1.073211,0
518,5805,0,5012,793,0.863394,1,0.536655,1,0.463345,0.698472,0.931697,1.073311,0
519,5805,0,5011,794,0.863221,1,0.536705,1,0.463295,0.698514,0.931611,1.07341,0
520,5805,0,5010,795,0.863049,1,0.536755,1,0.463245,0.698556,0.931525,1.073509,0
521,5805,0,5009,796,0.862877,1,0.536804,1,0.463196,0.698598,0.931438,1.073608,0
522,5805,0,5008,797,0.862705,1,0.536854,1,0.463146,0.69864,0.931352,1.073708,0
523,5805,0,5007,798,0.862532,1,0.536903,1,0.463097,0.698682,0.931266,1.073807,0
524,5805,0,5006,799,0.86236,1,0.536953,1,0.463047,0.698724,0.93118,1.073906,0
525,5805,0,5005,800,0.862188,1,0.537003,1,0.462997,0.698766,0.931094,1.074006,0
526,5805,0,5004,801,0.862016,1,0.537052,1,0.462948,0.698808,0.931008,1.074105,0
527,5805,0,5003,802,0.861843,1,0.537102,1,0.462898,0.69885,0.930922,1.074204,0
528,5805,0,5002,803,0.861671,1,0.537152,1,0.462848,0.698892,0.930835,1.074304,0
529,5805,0,5001,804,0.861499,1,0.537202,1,0.462798,0.698934,0.930749,1.074403,0
530,5805,0,5000,805,0.861326,1,0.537251,1,0.462749,0.698977,0.930663,1.074503,0
531,5805,0,4999,806,0.861154,1,0.537301,1,0.462699,0.699019,0.930577,1.074602,0
532,5805,0,4998,807,0.860982,1,0.537351,1,0.462649,0.699061,0.930491,1.074701,0
533,5805,0,4997,808,0.86081,1,0.5374,1,0.4626,0.699103,0.930405,1.074801,0
534,5805,0,4996,809,0.860637,1,0.53745,1,0.46255,0.699145,0.930319,1.0749,0
535,5805,0,4995,810,0.860465,1,0.5375,1,0.4625,0.699187,0.930233,1.075,0
536,5805,0,4994,811,0.860293,1,0.53755,1,0.46245,0.699229,0.930146,1.0751,0
537,5805,0,4993,812,0.860121,1,0.5376,1,0.4624,0.699271,0.93006,1.075199,0
538,5805,0,4992,813,0.859948,1,0.537649,1,0.462351,0.699313,0.929974,1.075299,0
539,5805,0,4991,814,0.859776,1,0.537699,1,0.462301,0.699355,0.929888,1.075398,0
540,5805,0,4990,815,0.859604,1,0.537749,1,0.462251,0.699398,0.929802,1.075498,0
541,5805,0,4989,816,0.859432,1,0.537799,1,0.462201,0.69944,0.929716,1.075598,0
542,5805,0,4988,817,0.859259,1,0.537849,1,0.462151,0.699482,0.92963,1.075697,0
543,5805,0,4987,818,0.859087,1,0.537898,1,0.462102,0.699524,0.929543,1.075797,0
544,5805,0,4986,819,0.858915,1,0.537948,1,0.462052,0.699566,0.929457,1.075897,0
545,5805,0,4985,820,0.858742,1,0.537998,1,0.462002,0.699608,0.929371,1.075996,0
546,5805,0,4984,821,0.85857,1,0.538048,1,0.461952,0.69965,0.929285,1.076096,0
547,5805,0,4983,822,0.858398,1,0.538098,1,0.461902,0.699693,0.929199,1.076196,0
548,5805,0,4982,823,0.858226,1,0.538148,1,0.461852,0.699735,0.929113,1.076296,0
549,5805,0,4981,824,0.858053,1,0.538198,1,0.461802,0.699777,0.929027,1.076395,0
