num_edges,density,avg_degree,percent_endpoints,energy,second_eigen,unique_eigen,spectral_rad,link_impurity,neighborhood_impurity,avg_closeness,avg_clustering,small_worldness,eccentricity,diameter,radius,%central_nodes,near_native
227,0.093995859,6.485714286,0,(454+0j),(6.12427766131+0j),70,(7.68857544514+0j),0.50660793,3.285714286,0.323177235,0.276346114,1.620202323,5.171428571,5,6,0.357142857,1
229,0.094824017,6.542857143,0.014285714,(458+0j),(6.269741594+0j),70,(8.07926656044+0j),0.484716157,3.171428571,0.310318978,0.267122243,1.79289431,5.714285714,5,6,0.457142857,1
220,0.091097308,6.285714286,0.014285714,(440+0j),(6.20775183484+0j),70,(7.26311949048+0j),0.5,3.142857143,0.313839742,0.269046588,1.860091184,5.857142857,5,6,0.442857143,1
236,0.097722567,6.742857143,0.014285714,(472+0j),(6.39991931871+0j),70,(8.30242306674+0j),0.491525424,3.314285714,0.311232625,0.269976531,2.200500465,5.7,5,6,0.442857143,1
234,0.09689441,6.685714286,0.014285714,(468+0j),(6.6268913197+0j),70,(8.30166306652+0j),0.482905983,3.228571429,0.312551093,0.256145045,2.347486881,5.871428571,5,6,0.371428571,1
245,0.101449275,7,0,(490+0j),(6.35709557945+0j),70,(8.95633756178+0j),0.489795918,3.428571429,0.31934505,0.291560186,2.003262684,5.557142857,5,6,0.4,1
225,0.093167702,6.428571429,0,(450+0j),(6.29932938296+0j),70,(7.20203557621+0j),0.502222222,3.228571429,0.314030772,0.281120388,2.731971952,5.442857143,5,6,0.414285714,1
241,0.099792961,6.885714286,0.014285714,(482+0j),(6.35379890132+0j),70,(8.69458880723+0j),0.493775934,3.4,0.319978414,0.277618017,1.867457566,5.614285714,5,6,0.414285714,1
239,0.098964803,6.828571429,0,(478+0j),(6.30161426838+0j),70,(8.39617337844+0j),0.489539749,3.342857143,0.316255855,0.266431664,2.606987774,5.671428571,5,6,0.442857143,1
236,0.097722567,6.742857143,0.028571429,(472+0j),(6.69869499948+0j),70,(8.38589989566+0j),0.5,3.371428571,0.321639778,0.271496123,1.955220514,5.542857143,5,6,0.414285714,1
232,0.096066253,6.628571429,0,(464+0j),(6.52706670812+0j),70,(7.88097090097+0j),0.495689655,3.285714286,0.321143593,0.271172954,2.199913914,5.471428571,5,6,0.328571429,1
239,0.098964803,6.828571429,0,(478+0j),(6.32306755902+0j),70,(8.21447645703+0j),0.506276151,3.457142857,0.316296242,0.278730159,2.309522112,5.6,5,6,0.442857143,1
236,0.097722567,6.742857143,0,(472+0j),(6.21767054899+0j),70,(8.18167232886+0j),0.483050847,3.257142857,0.320505699,0.25723245,2.192416361,5.657142857,5,6,0.442857143,1
230,0.095238095,6.571428571,0.014285714,(460+0j),(6.2123793292+0j),70,(7.75773602631+0j),0.491304348,3.228571429,0.319359853,0.271029685,1.823380394,5.628571429,5,6,0.485714286,1
236,0.097722567,6.742857143,0,(472+0j),(6.46773169515+0j),70,(8.09588112038+0j),0.491525424,3.314285714,0.313994999,0.266788291,2.031219551,5.6,5,6,0.442857143,1
242,0.100207039,6.914285714,0,(484+0j),(6.32203133164+0j),70,(8.51763091797+0j),0.487603306,3.371428571,0.324284067,0.269856017,1.902284309,5.628571429,5,6,0.414285714,1
234,0.09689441,6.685714286,0,(468+0j),(6.47715721513+0j),70,(8.09795842556+0j),0.482905983,3.228571429,0.314061046,0.276788291,2.550396097,5.657142857,5,6,0.428571429,1
242,0.100207039,6.914285714,0,(484+0j),(6.57472443935+0j),70,(8.25861443284+0j),0.479338843,3.314285714,0.330878403,0.305117502,2.048969018,5.228571429,5,6,0.414285714,1
235,0.097308489,6.714285714,0.014285714,(470+0j),(6.44616477834+0j),70,(8.35076726865+0j),0.485106383,3.257142857,0.311404575,0.254405277,2.158312648,5.9,5,6,0.414285714,1
235,0.097308489,6.714285714,0,(470+0j),(6.29836189514+0j),70,(8.19349288705+0j),0.493617021,3.314285714,0.313586151,0.265762729,1.605729552,5.628571429,5,6,0.457142857,1
233,0.096480331,6.657142857,0.014285714,(466+0j),(6.29290021261+0j),70,(8.25613584733+0j),0.484978541,3.228571429,0.312278598,0.271477015,2.118304965,5.742857143,5,6,0.385714286,1
230,0.095238095,6.571428571,0,(460+0j),(6.21219146749+0j),70,(7.35494976336+0j),0.482608696,3.171428571,0.317722723,0.268843537,1.913288105,5.514285714,5,6,0.457142857,1
238,0.098550725,6.8,0,(476+0j),(6.69261082949+0j),70,(8.30724690179+0j),0.491596639,3.342857143,0.314102373,0.281975881,3.043578577,5.571428571,5,6,0.457142857,1
243,0.100621118,6.942857143,0.014285714,(486+0j),(6.65421974881+0j),70,(8.80938675824+0j),0.489711934,3.4,0.325670277,0.282619365,2.782632691,5.785714286,5,6,0.328571429,1
235,0.097308489,6.714285714,0,(470+0j),(6.30386197669+0j),70,(8.32857512102+0j),0.489361702,3.285714286,0.314806852,0.279186766,2.481565395,5.557142857,5,6,0.471428571,1
221,0.091511387,6.314285714,0.014285714,(442+0j),(6.1264339066+0j),70,(7.22022792249+0j),0.50678733,3.2,0.311031732,0.237936508,1.787021806,5.942857143,5,6,0.428571429,1
239,0.098964803,6.828571429,0,(478+0j),(6.29331915034+0j),70,(8.31049797354+0j),0.489539749,3.342857143,0.321258631,0.272858174,1.978148808,5.628571429,5,6,0.4,1
239,0.098964803,6.828571429,0.028571429,(478+0j),(6.60585623934+0j),70,(8.25673268719+0j),0.49790795,3.4,0.328111964,0.275658627,1.908920939,5.714285714,5,6,0.357142857,1
232,0.096066253,6.628571429,0.028571429,(464+0j),(6.28746673357+0j),70,(8.24739450924+0j),0.495689655,3.285714286,0.307980663,0.263721913,2.090031175,6.014285714,5,6,0.371428571,1
246,0.101863354,7.028571429,0,(492+0j),(6.51159513611+0j),70,(8.49862502028+0j),0.491869919,3.457142857,0.324329229,0.28255443,2.148468539,5.442857143,5,6,0.357142857,1
236,0.097722567,6.742857143,0,(472+0j),(6.28150753479+0j),70,(8.03684303792+0j),0.5,3.371428571,0.315433455,0.270025768,2.300258506,5.6,5,6,0.442857143,1
245,0.101449275,7,0,(490+0j),(6.80748365282+0j),70,(8.78538853192+0j),0.473469388,3.314285714,0.331218218,0.300171337,2.373947136,5.285714286,5,6,0.342857143,1
237,0.098136646,6.771428571,0,(474+0j),(6.3497459451+0j),70,(8.0709543878+0j),0.502109705,3.4,0.314525019,0.268470418,1.861348023,5.614285714,5,7,0.142857143,1
237,0.098136646,6.771428571,0,(474+0j),(6.4479719863+0j),70,(8.13382322386+0j),0.506329114,3.428571429,0.311563341,0.272840651,1.808804975,5.685714286,5,7,0.157142857,1
233,0.096480331,6.657142857,0.028571429,(466+0j),(6.26814316967+0j),70,(8.08951370777+0j),0.480686695,3.2,0.31358946,0.262459287,1.80885823,5.728571429,5,6,0.442857143,1
242,0.100207039,6.914285714,0,(484+0j),(6.58512483315+0j),70,(8.53020370715+0j),0.487603306,3.371428571,0.317416599,0.271888508,1.929328267,5.642857143,5,6,0.428571429,1
241,0.099792961,6.885714286,0,(482+0j),(6.38686223838+0j),70,(7.91012143715+0j),0.485477178,3.342857143,0.324815284,0.266636776,1.9141242,5.428571429,5,6,0.4,1
227,0.093995859,6.485714286,0.028571429,(454+0j),(6.52187708078+0j),70,(8.17447371077+0j),0.49339207,3.2,0.316644134,0.261226472,2.338740997,5.657142857,5,6,0.428571429,1
235,0.097308489,6.714285714,0.014285714,(470+0j),(6.56831864633+0j),70,(7.91979521764+0j),0.493617021,3.314285714,0.321708381,0.269704185,1.917752755,5.585714286,5,6,0.385714286,1
228,0.094409938,6.514285714,0.014285714,(456+0j),(6.33774285195+0j),70,(7.88055731903+0j),0.478070175,3.114285714,0.30730703,0.26119563,1.827977351,6.028571429,5,6,0.4,1
248,0.102691511,7.085714286,0,(496+0j),(6.7804691776+0j),70,(8.7095161325+0j),0.475806452,3.371428571,0.329444755,0.279065379,2.711937633,5.4,5,6,0.357142857,1
241,0.099792961,6.885714286,0,(482+0j),(6.45777039123+0j),70,(8.06200465778+0j),0.485477178,3.342857143,0.328025172,0.280400948,1.919810499,5.3,5,6,0.385714286,1
245,0.101449275,7,0.014285714,(490+0j),(6.86762898519+0j),70,(8.16124379269+0j),0.473469388,3.314285714,0.327262157,0.272812664,1.827012611,5.5,5,6,0.385714286,1
236,0.097722567,6.742857143,0,(472+0j),(6.41609550974+0j),70,(7.72855920588+0j),0.495762712,3.342857143,0.319788557,0.277248069,1.473962801,5.642857143,5,6,0.557142857,1
226,0.093581781,6.457142857,0,(452+0j),(6.13866391147+0j),70,(7.22547232115+0j),0.5,3.228571429,0.316117977,0.264705215,2.392481253,5.371428571,5,6,0.328571429,1
242,0.100207039,6.914285714,0,(484+0j),(6.60257196954+0j),70,(8.13104084583+0j),0.491735537,3.4,0.327330693,0.278626215,2.027033904,5.357142857,5,6,0.342857143,1
236,0.097722567,6.742857143,0,(472+0j),(6.84735798025+0j),70,(7.97254118881+0j),0.495762712,3.342857143,0.315943701,0.272951969,2.168108319,5.657142857,5,6,0.385714286,1
229,0.094824017,6.542857143,0,(458+0j),(6.3702173245+0j),70,(7.41548554345+0j),0.489082969,3.2,0.315566153,0.273095238,3.473101973,5.6,5,6,0.5,1
232,0.096066253,6.628571429,0,(464+0j),(6.1481761816+0j),70,(7.75799554489+0j),0.49137931,3.257142857,0.31991266,0.263463203,1.787071747,5.557142857,5,6,0.457142857,1
237,0.098136646,6.771428571,0,(474+0j),(6.2301937181+0j),70,(8.27021813784+0j),0.476793249,3.228571429,0.321866943,0.257994862,1.912516346,5.671428571,5,6,0.457142857,1
240,0.099378882,6.857142857,0,(480+0j),(6.25235679072+0j),70,(8.29461906502+0j),0.491666667,3.371428571,0.315193876,0.269332096,3.010045239,5.628571429,5,6,0.471428571,1
254,0.105175983,7.257142857,0,(508+0j),(6.87575910186+0j),70,(8.74864317736+0j),0.480314961,3.485714286,0.334308917,0.298740466,2.066602249,5.285714286,5,6,0.4,1
226,0.093581781,6.457142857,0,(452+0j),(6.1866620194+0j),70,(7.77246414783+0j),0.504424779,3.257142857,0.320396812,0.268200371,1.906506836,5.5,5,6,0.528571429,1
221,0.091511387,6.314285714,0,(442+0j),(6.48271967627+0j),70,(7.1433582755+0j),0.502262443,3.171428571,0.298416342,0.260272109,1.924672081,5.9,5,6,0.342857143,1
239,0.098964803,6.828571429,0,(478+0j),(6.63807922464+0j),70,(7.91147635229+0j),0.489539749,3.342857143,0.322752104,0.289173366,1.873907897,5.314285714,5,6,0.385714286,1
240,0.099378882,6.857142857,0,(480+0j),(6.65145839264+0j),70,(8.04991929781+0j),0.479166667,3.285714286,0.326096916,0.262240775,2.327255276,5.5,5,6,0.414285714,1
236,0.097722567,6.742857143,0,(472+0j),(6.54924252985+0j),70,(8.03850282575+0j),0.487288136,3.285714286,0.325377686,0.283807225,1.896393266,5.085714286,5,6,0.3,1
243,0.100621118,6.942857143,0.014285714,(486+0j),(6.69011449556+0j),70,(8.28885072508+0j),0.473251029,3.285714286,0.327646286,0.302779839,1.805871033,5.485714286,5,6,0.428571429,1
237,0.098136646,6.771428571,0,(474+0j),(6.58883172965+0j),70,(7.81183787758+0j),0.481012658,3.257142857,0.318712735,0.271929499,1.727236749,5.557142857,5,6,0.428571429,1
218,0.090269151,6.228571429,0,(436+0j),(5.94202663787+0j),70,(7.59890238531+0j),0.486238532,3.028571429,0.307693384,0.269379509,2.142256192,5.671428571,5,7,0.171428571,1
240,0.099378882,6.857142857,0,(480+0j),(6.30697453289+0j),70,(8.39859097536+0j),0.495833333,3.4,0.315342248,0.269189858,2.192179287,5.642857143,5,6,0.471428571,1
238,0.098550725,6.8,0,(476+0j),(6.52398277692+0j),70,(7.77184801637+0j),0.483193277,3.285714286,0.32122124,0.271589363,2.05171956,5.357142857,5,6,0.371428571,1
225,0.093167702,6.428571429,0.028571429,(450+0j),(6.21223351613+0j),70,(7.6876735273+0j),0.488888889,3.142857143,0.307528113,0.246639868,2.017383199,6.085714286,5,6,0.428571429,1
236,0.097722567,6.742857143,0,(472+0j),(6.53791842769+0j),70,(8.04980584112+0j),0.495762712,3.342857143,0.313687882,0.265543187,1.816682811,5.642857143,5,6,0.4,1
235,0.097308489,6.714285714,0,(470+0j),(6.41498218713+0j),70,(7.71814224923+0j),0.489361702,3.285714286,0.321508323,0.250370027,2.765342478,5.557142857,5,6,0.385714286,1
241,0.099792961,6.885714286,0,(482+0j),(6.32964189225+0j),70,(8.45474722497+0j),0.489626556,3.371428571,0.316696685,0.270420135,1.987513336,5.571428571,5,6,0.457142857,1
243,0.100621118,6.942857143,0.014285714,(486+0j),(6.35562822098+0j),70,(9.06357942505+0j),0.49382716,3.428571429,0.324638867,0.281054501,2.206902472,5.885714286,5,6,0.328571429,1
240,0.099378882,6.857142857,0.014285714,(480+0j),(6.3515428275+0j),70,(8.39177500238+0j),0.4875,3.342857143,0.320743715,0.286234083,2.440901915,6,5,6,0.357142857,1
235,0.097308489,6.714285714,0,(470+0j),(6.28968042358+0j),70,(8.08574732308+0j),0.485106383,3.257142857,0.31721301,0.260459065,2.337776906,5.714285714,5,6,0.414285714,1
232,0.096066253,6.628571429,0.014285714,(464+0j),(6.29471512298+0j),70,(8.29120003657+0j),0.49137931,3.257142857,0.310953598,0.254991754,1.672338807,5.814285714,5,6,0.414285714,1
231,0.095652174,6.6,0.028571429,(462+0j),(6.27942250545+0j),70,(8.24520438255+0j),0.497835498,3.285714286,0.31155068,0.262474747,2.547424214,5.728571429,5,6,0.442857143,1
232,0.096066253,6.628571429,0.014285714,(464+0j),(6.33833187171+0j),70,(7.78126943192+0j),0.487068966,3.228571429,0.318980391,0.253863121,1.881348781,5.885714286,5,6,0.371428571,1
233,0.096480331,6.657142857,0.014285714,(466+0j),(6.36548141246+0j),70,(8.28961126081+0j),0.484978541,3.228571429,0.310001915,0.254504226,2.100917897,5.9,5,6,0.414285714,1
236,0.097722567,6.742857143,0,(472+0j),(6.45669640238+0j),70,(8.3540398658+0j),0.483050847,3.257142857,0.311946256,0.286799233,2.266907515,5.728571429,6,6,0.457142857,1
229,0.094824017,6.542857143,0,(458+0j),(6.09596780358+0j),70,(7.55421969205+0j),0.484716157,3.171428571,0.318193859,0.253044733,1.705111063,5.571428571,5,6,0.4,1
221,0.091511387,6.314285714,0,(442+0j),(6.34937556496+0j),70,(7.24100006693+0j),0.497737557,3.142857143,0.306676831,0.288025149,2.531325722,5.514285714,5,6,0.385714286,1
238,0.098550725,6.8,0.028571429,(476+0j),(6.61431080173+0j),70,(8.51576276914+0j),0.483193277,3.285714286,0.326965584,0.270063111,2.040297634,5.928571429,5,6,0.4,1
248,0.102691511,7.085714286,0,(496+0j),(6.54164931698+0j),70,(9.25466696131+0j),0.483870968,3.428571429,0.321055891,0.277836766,2.433381783,5.685714286,5,6,0.414285714,1
241,0.099792961,6.885714286,0,(482+0j),(6.26826130221+0j),70,(8.4633746163+0j),0.489626556,3.371428571,0.319241726,0.29049617,1.938591288,5.6,5,6,0.5,1
235,0.097308489,6.714285714,0,(470+0j),(6.32858154144+0j),70,(8.1063711292+0j),0.493617021,3.314285714,0.315293873,0.267280973,1.568891642,5.685714286,5,6,0.428571429,1
232,0.096066253,6.628571429,0,(464+0j),(6.23059634405+0j),70,(7.39352313877+0j),0.474137931,3.142857143,0.315916188,0.277834467,1.945296371,5.628571429,5,6,0.571428571,1
238,0.098550725,6.8,0,(476+0j),(6.43950481984+0j),70,(8.27798403633+0j),0.5,3.4,0.321745029,0.262902415,2.00874446,5.628571429,5,6,0.428571429,1
228,0.094409938,6.514285714,0.014285714,(456+0j),(6.53905028158+0j),70,(7.5339969256+0j),0.486842105,3.171428571,0.315100455,0.24393424,2.49063575,6.042857143,5,6,0.414285714,1
234,0.09689441,6.685714286,0,(468+0j),(6.29835863348+0j),70,(8.245284355+0j),0.495726496,3.314285714,0.313413538,0.277066584,1.528395908,5.628571429,5,6,0.457142857,1
238,0.098550725,6.8,0.014285714,(476+0j),(6.24206999021+0j),70,(8.40246841217+0j),0.478991597,3.257142857,0.321884289,0.275623186,2.208439235,5.585714286,5,6,0.485714286,1
233,0.096480331,6.657142857,0.014285714,(466+0j),(6.68847594165+0j),70,(7.80986735201+0j),0.489270386,3.257142857,0.315313758,0.259286745,2.270222894,6.028571429,5,6,0.357142857,1
243,0.100621118,6.942857143,0.014285714,(486+0j),(6.76153041518+0j),70,(8.61343024379+0j),0.481481481,3.342857143,0.332394692,0.281426906,2.300576677,5.314285714,5,6,0.3,1
235,0.097308489,6.714285714,0.014285714,(470+0j),(6.26351458046+0j),70,(8.49440150906+0j),0.49787234,3.342857143,0.319682158,0.252649573,1.414666345,5.814285714,5,7,0.242857143,1
249,0.10310559,7.114285714,0,(498+0j),(6.75071999384+0j),70,(8.64144885739+0j),0.477911647,3.4,0.329550391,0.276040309,1.957877855,5.385714286,5,6,0.371428571,1
240,0.099378882,6.857142857,0.014285714,(480+0j),(6.74092799726+0j),70,(8.0479136194+0j),0.483333333,3.314285714,0.327085895,0.282711812,1.930983703,5.542857143,5,6,0.414285714,1
235,0.097308489,6.714285714,0,(470+0j),(6.27784944491+0j),70,(8.10097795267+0j),0.489361702,3.285714286,0.314573948,0.261175015,2.220026509,5.571428571,5,6,0.457142857,1
228,0.094409938,6.514285714,0.014285714,(456+0j),(6.33038304018+0j),70,(7.659708971+0j),0.495614035,3.228571429,0.313761232,0.268175634,2.312127119,5.771428571,5,6,0.428571429,1
239,0.098964803,6.828571429,0,(478+0j),(6.37891274968+0j),70,(8.07017310885+0j),0.485355649,3.314285714,0.328181187,0.272797361,1.875786423,5.3,5,6,0.385714286,1
234,0.09689441,6.685714286,0,(468+0j),(6.53408192564+0j),70,(8.64989974275+0j),0.491452991,3.285714286,0.326295936,0.298081839,2.109774032,5.3,5,6,0.414285714,1
233,0.096480331,6.657142857,0,(466+0j),(6.22566779293+0j),70,(7.9225163921+0j),0.489270386,3.257142857,0.312912718,0.268792002,1.710302194,5.628571429,5,6,0.442857143,1
228,0.094409938,6.514285714,0.014285714,(456+0j),(6.04983201182+0j),70,(7.82001825336+0j),0.49122807,3.2,0.319113559,0.260194805,2.586961719,6,5,6,0.428571429,1
254,0.105175983,7.257142857,0,(508+0j),(7.00190732788+0j),70,(8.4448133575+0j),0.492125984,3.571428571,0.335646816,0.305827585,2.366909837,5.214285714,5,6,0.357142857,1
234,0.09689441,6.685714286,0.014285714,(468+0j),(6.49912348312+0j),70,(8.12508801143+0j),0.474358974,3.171428571,0.317606832,0.253430855,2.137768866,5.614285714,5,6,0.428571429,1
236,0.097722567,6.742857143,0.028571429,(472+0j),(6.60901134193+0j),70,(8.11848819126+0j),0.487288136,3.285714286,0.322424644,0.267889333,2.289207712,5.6,5,6,0.457142857,1
251,0.103933747,7.171428571,0,(502+0j),(6.85916475548+0j),70,(8.91862647893+0j),0.490039841,3.514285714,0.332335546,0.299328529,1.91485314,5.342857143,5,6,0.314285714,1
252,0.104347826,7.2,0,(504+0j),(6.61141571043+0j),70,(9.07014421569+0j),0.496031746,3.571428571,0.32467175,0.291659848,1.787196308,5.6,5,6,0.471428571,1
233,0.096480331,6.657142857,0.014285714,(466+0j),(6.34306017181+0j),70,(7.80948920678+0j),0.480686695,3.2,0.319639613,0.250638013,1.912249682,6.057142857,5,6,0.4,1
236,0.097722567,6.742857143,0.014285714,(472+0j),(6.25246488026+0j),70,(8.45851261202+0j),0.495762712,3.342857143,0.311780009,0.265289948,1.973383107,5.9,5,6,0.414285714,1
249,0.10310559,7.114285714,0,(498+0j),(6.71309822309+0j),70,(8.72492181596+0j),0.489959839,3.485714286,0.330444926,0.296167404,2.544053294,5.371428571,5,6,0.385714286,1
233,0.096480331,6.657142857,0,(466+0j),(6.30365372593+0j),70,(7.95403361797+0j),0.493562232,3.285714286,0.323627765,0.271554477,2.507421285,5.385714286,5,6,0.428571429,1
222,0.091925466,6.342857143,0,(444+0j),(6.08619696282+0j),70,(7.48953280356+0j),0.481981982,3.057142857,0.317346772,0.244036281,2.413484877,5.485714286,5,6,0.457142857,1
238,0.098550725,6.8,0,(476+0j),(6.4015249143+0j),70,(8.68990959177+0j),0.487394958,3.314285714,0.31484129,0.255313258,2.005048516,5.814285714,5,6,0.457142857,1
236,0.097722567,6.742857143,0,(472+0j),(6.15643373359+0j),70,(8.32695718585+0j),0.474576271,3.2,0.320632589,0.264161315,2.167415161,5.571428571,5,6,0.385714286,1
230,0.095238095,6.571428571,0.028571429,(460+0j),(6.2755371679+0j),70,(8.58916334007+0j),0.5,3.285714286,0.310860808,0.256186274,1.687047234,5.928571429,5,6,0.371428571,1
227,0.093995859,6.485714286,0.014285714,(454+0j),(6.2043326596+0j),70,(7.799893047+0j),0.502202643,3.257142857,0.315924163,0.256341991,2.242135218,6.057142857,5,6,0.4,1
230,0.095238095,6.571428571,0,(460+0j),(6.52148122185+0j),70,(7.65003507511+0j),0.495652174,3.257142857,0.314997279,0.300770975,2.187563696,5.4,5,6,0.328571429,1
233,0.096480331,6.657142857,0.014285714,(466+0j),(6.34678060114+0j),70,(8.12450591907+0j),0.47639485,3.171428571,0.314918877,0.263306535,1.942404166,5.857142857,5,6,0.371428571,1
225,0.093167702,6.428571429,0,(450+0j),(6.28928330463+0j),70,(7.71286583122+0j),0.493333333,3.171428571,0.314370148,0.273243661,2.602258281,5.385714286,5,6,0.471428571,1
235,0.097308489,6.714285714,0.014285714,(470+0j),(6.31382784167+0j),70,(8.19744446322+0j),0.485106383,3.257142857,0.315393208,0.26777976,2.080477756,5.842857143,5,6,0.385714286,1
250,0.103519669,7.142857143,0.014285714,(500+0j),(6.88383165426+0j),70,(8.76589148041+0j),0.48,3.428571429,0.32985353,0.273783359,1.783523357,5.471428571,5,6,0.357142857,1
237,0.098136646,6.771428571,0,(474+0j),(6.36937657654+0j),70,(8.25458851426+0j),0.489451477,3.314285714,0.312952145,0.270048444,2.084712118,5.671428571,5,6,0.471428571,1
222,0.091925466,6.342857143,0,(444+0j),(6.32115613949+0j),70,(7.64703430496+0j),0.495495495,3.142857143,0.313029698,0.284179551,1.778491075,5.414285714,5,6,0.385714286,1
243,0.100621118,6.942857143,0,(486+0j),(6.74452712019+0j),70,(7.96610669586+0j),0.489711934,3.4,0.318729699,0.272444857,2.127858218,5.528571429,5,6,0.4,1
234,0.09689441,6.685714286,0,(468+0j),(6.65026117444+0j),70,(7.91954722008+0j),0.504273504,3.371428571,0.322997867,0.260789687,2.01314808,5.585714286,5,6,0.3,1
236,0.097722567,6.742857143,0,(472+0j),(6.56176283545+0j),70,(8.23046186863+0j),0.491525424,3.314285714,0.312511489,0.262304679,1.914945298,5.657142857,5,6,0.428571429,1
248,0.102691511,7.085714286,0,(496+0j),(6.78127900873+0j),70,(8.51291252684+0j),0.483870968,3.428571429,0.326908519,0.280094667,2.00910347,5.385714286,5,6,0.371428571,1
225,0.093167702,6.428571429,0.014285714,(450+0j),(6.11078504564+0j),70,(7.38294515484+0j),0.484444444,3.114285714,0.312927829,0.250595753,1.394794718,5.671428571,5,6,0.457142857,1
226,0.093581781,6.457142857,0.014285714,(452+0j),(6.5210384599+0j),70,(7.65204379257+0j),0.469026549,3.028571429,0.311591752,0.261936714,2.404761322,5.728571429,5,6,0.428571429,1
236,0.097722567,6.742857143,0,(472+0j),(6.41223061961+0j),70,(8.63786857006+0j),0.487288136,3.285714286,0.311924571,0.242886954,2.867794105,5.857142857,5,6,0.442857143,1
228,0.094409938,6.514285714,0.014285714,(456+0j),(6.25879484938+0j),70,(7.65739085397+0j),0.48245614,3.142857143,0.314666047,0.250526696,2.858002153,5.728571429,5,6,0.457142857,1
229,0.094824017,6.542857143,0,(458+0j),(6.23301478321+0j),70,(7.98824310945+0j),0.497816594,3.257142857,0.308928493,0.272078953,3.189239573,5.714285714,5,7,0.171428571,1
239,0.098964803,6.828571429,0,(478+0j),(6.43124679536+0j),70,(8.29034022011+0j),0.489539749,3.342857143,0.32207981,0.292532785,1.982180179,5.542857143,5,6,0.5,1
229,0.094824017,6.542857143,0,(458+0j),(6.09182491282+0j),70,(7.53191617935+0j),0.489082969,3.2,0.319419983,0.267646877,1.705246924,5.514285714,5,6,0.442857143,1
233,0.096480331,6.657142857,0.014285714,(466+0j),(6.23542712583+0j),70,(8.29473850608+0j),0.484978541,3.228571429,0.312004255,0.262508761,1.884979862,5.771428571,5,6,0.457142857,1
236,0.097722567,6.742857143,0,(472+0j),(6.28998625198+0j),70,(8.26479901059+0j),0.491525424,3.314285714,0.313634289,0.25671511,1.757377572,5.742857143,5,6,0.428571429,1
238,0.098550725,6.8,0,(476+0j),(6.34470345312+0j),70,(8.48643574292+0j),0.487394958,3.314285714,0.314571361,0.265802927,1.992448767,5.742857143,5,6,0.428571429,1
244,0.101035197,6.971428571,0,(488+0j),(6.35211181013+0j),70,(8.60136066495+0j),0.483606557,3.371428571,0.324975962,0.279567337,1.784384917,5.542857143,5,6,0.414285714,1
244,0.101035197,6.971428571,0,(488+0j),(6.95823676454+0j),70,(7.97232093353+0j),0.479508197,3.342857143,0.323290027,0.278248815,2.305614477,5.414285714,5,6,0.371428571,1
232,0.096066253,6.628571429,0,(464+0j),(6.58354391222+0j),70,(7.96602408398+0j),0.504310345,3.342857143,0.316002698,0.276951144,2.598072913,5.5,5,6,0.414285714,1
221,0.091511387,6.314285714,0.014285714,(442+0j),(6.19265344393+0j),70,(7.2194958102+0j),0.502262443,3.171428571,0.310709915,0.241122449,2.168901317,5.757142857,5,6,0.514285714,1
229,0.094824017,6.542857143,0.028571429,(458+0j),(6.29060715977+0j),70,(8.06832575708+0j),0.497816594,3.257142857,0.312985545,0.262077922,2.311687687,6.042857143,5,6,0.328571429,1
224,0.092753623,6.4,0.014285714,(448+0j),(6.11117896487+0j),70,(7.36002217775+0j),0.491071429,3.142857143,0.316640363,0.260341167,2.097933385,5.6,5,6,0.485714286,1
223,0.092339545,6.371428571,0.014285714,(446+0j),(6.31348011477+0j),70,(7.90215887404+0j),0.479820628,3.057142857,0.291688117,0.261542902,1.802377197,6.314285714,6,6,0.457142857,1
240,0.099378882,6.857142857,0,(480+0j),(6.19421902126+0j),70,(8.25021551204+0j),0.483333333,3.314285714,0.323028925,0.267450645,1.833919289,5.5,5,6,0.471428571,1
229,0.094824017,6.542857143,0.014285714,(458+0j),(6.49818999693+0j),70,(7.69984241565+0j),0.497816594,3.257142857,0.315289576,0.24975469,2.2247418,6.042857143,5,6,0.371428571,1
250,0.103519669,7.142857143,0,(500+0j),(6.4914916154+0j),70,(8.78383290021+0j),0.484,3.457142857,0.331512608,0.290953015,1.851800592,5.328571429,5,6,0.357142857,1
243,0.100621118,6.942857143,0,(486+0j),(7.07734615786+0j),70,(8.28055931095+0j),0.489711934,3.4,0.318551012,0.27892314,1.654088192,5.628571429,5,6,0.385714286,1
232,0.096066253,6.628571429,0.014285714,(464+0j),(6.54375322851+0j),70,(7.93148932143+0j),0.478448276,3.171428571,0.318045101,0.264192633,2.752905032,5.571428571,5,6,0.371428571,1
233,0.096480331,6.657142857,0,(466+0j),(6.4233944579+0j),70,(7.55597730975+0j),0.493562232,3.285714286,0.316920937,0.286198722,1.965758058,5.4,5,6,0.357142857,1
233,0.096480331,6.657142857,0,(466+0j),(6.29469239134+0j),70,(8.29195159622+0j),0.493562232,3.285714286,0.312257647,0.253563183,2.115089273,5.757142857,5,6,0.442857143,1
253,0.104761905,7.228571429,0,(506+0j),(6.86409600519+0j),70,(8.92144444496+0j),0.486166008,3.514285714,0.332333398,0.290621046,2.179839091,5.385714286,5,6,0.371428571,1
235,0.097308489,6.714285714,0.014285714,(470+0j),(6.47611381063+0j),70,(8.18199137524+0j),0.49787234,3.342857143,0.315603852,0.271090418,1.761639976,5.7,5,6,0.4,1
